Player,Team,Season,Date,Status,Opp,Injury,Week
Desmond Trufant,ATL,2016,2016-12-04,Injured Reserve,KAN,Pectoral,13
DeMarcus Van Dyke,ATL,2016,2016-12-04,Injured Reserve,KAN,Concussion,13
Sean Weatherspoon,ATL,2016,2016-12-04,Injured Reserve,KAN,Achilles,13
Adrian Clayborn,ATL,2016,2016-12-11,Out,LAR,knee,14
Devin Fuller,ATL,2016,2016-12-11,Injured Reserve,LAR,Shoulder,14
Julio Jones,ATL,2016,2016-12-11,Questionable,LAR,toe,14
Akeem King,ATL,2016,2016-12-11,Injured Reserve,LAR,Foot,14
Jake Matthews,ATL,2016,2016-12-11,Questionable,LAR,knee,14
Chris Mayes,ATL,2016,2016-12-11,Injured Reserve,LAR,Foot,14
Mohamed Sanu,ATL,2016,2016-12-11,Out,LAR,groin,14
Derrick Shelby,ATL,2016,2016-12-11,Injured Reserve,LAR,Achilles,14
Tyler Starr,ATL,2016,2016-12-11,Injured Reserve,LAR,Undisclosed,14
Jacob Tamme,ATL,2016,2016-12-11,Injured Reserve,LAR,Shoulder,14
Desmond Trufant,ATL,2016,2016-12-11,Injured Reserve,LAR,Pectoral,14
DeMarcus Van Dyke,ATL,2016,2016-12-11,Injured Reserve,LAR,Concussion,14
Sean Weatherspoon,ATL,2016,2016-12-11,Injured Reserve,LAR,Achilles,14
Adrian Clayborn,ATL,2016,2016-12-18,Out,SFO,groin,15
Jalen Collins,ATL,2016,2016-12-18,Out,SFO,knee,15
Devin Fuller,ATL,2016,2016-12-18,Injured Reserve,SFO,Shoulder,15
Kemal Ishmael,ATL,2016,2016-12-18,Injured Reserve,SFO,Shoulder,15
Julio Jones,ATL,2016,2016-12-18,Out,SFO,toe,15
Akeem King,ATL,2016,2016-12-18,Injured Reserve,SFO,Foot,15
Chris Mayes,ATL,2016,2016-12-18,Injured Reserve,SFO,Foot,15
Derrick Shelby,ATL,2016,2016-12-18,Injured Reserve,SFO,Achilles,15
Tyler Starr,ATL,2016,2016-12-18,Injured Reserve,SFO,Undisclosed,15
Jacob Tamme,ATL,2016,2016-12-18,Injured Reserve,SFO,Shoulder,15
Desmond Trufant,ATL,2016,2016-12-18,Injured Reserve,SFO,Pectoral,15
DeMarcus Van Dyke,ATL,2016,2016-12-18,Injured Reserve,SFO,Concussion,15
Sean Weatherspoon,ATL,2016,2016-12-18,Injured Reserve,SFO,Achilles,15
Nick Williams,ATL,2016,2016-12-18,Out,SFO,concussion,15
De'Vondre Campbell,ATL,2016,2016-12-24,Out,CAR,concussion,16
Devin Fuller,ATL,2016,2016-12-24,Injured Reserve,CAR,Shoulder,16
Austin Hooper,ATL,2016,2016-12-24,Out,CAR,knee,16
Kemal Ishmael,ATL,2016,2016-12-24,Injured Reserve,CAR,Shoulder,16
Akeem King,ATL,2016,2016-12-24,Injured Reserve,CAR,Foot,16
Chris Mayes,ATL,2016,2016-12-24,Injured Reserve,CAR,Foot,16
Derrick Shelby,ATL,2016,2016-12-24,Injured Reserve,CAR,Achilles,16
Tyler Starr,ATL,2016,2016-12-24,Injured Reserve,CAR,Undisclosed,16
Jacob Tamme,ATL,2016,2016-12-24,Injured Reserve,CAR,Shoulder,16
Desmond Trufant,ATL,2016,2016-12-24,Injured Reserve,CAR,Pectoral,16
DeMarcus Van Dyke,ATL,2016,2016-12-24,Injured Reserve,CAR,Concussion,16
Sean Weatherspoon,ATL,2016,2016-12-24,Injured Reserve,CAR,Achilles,16
Devin Fuller,ATL,2016,2017-01-01,Injured Reserve,NOR,Shoulder,17
Taylor Gabriel,ATL,2016,2017-01-01,Out,NOR,foot,17
Austin Hooper,ATL,2016,2017-01-01,Out,NOR,knee,17
Kemal Ishmael,ATL,2016,2017-01-01,Injured Reserve,NOR,Shoulder,17
Akeem King,ATL,2016,2017-01-01,Injured Reserve,NOR,Foot,17
Chris Mayes,ATL,2016,2017-01-01,Injured Reserve,NOR,Foot,17
Derrick Shelby,ATL,2016,2017-01-01,Injured Reserve,NOR,Achilles,17
Tyler Starr,ATL,2016,2017-01-01,Injured Reserve,NOR,Undisclosed,17
Jacob Tamme,ATL,2016,2017-01-01,Injured Reserve,NOR,Shoulder,17
Desmond Trufant,ATL,2016,2017-01-01,Injured Reserve,NOR,Pectoral,17
DeMarcus Van Dyke,ATL,2016,2017-01-01,Injured Reserve,NOR,Concussion,17
Sean Weatherspoon,ATL,2016,2017-01-01,Injured Reserve,NOR,Achilles,17
Kyle Arrington,BAL,2016,2016-09-11,Injured Reserve,BUF,Concussion,1
Michael Campanaro,BAL,2016,2016-09-11,Injured Reserve,BUF,Calf,1
Kaelin Clay,BAL,2016,2016-09-11,Injured Reserve,BUF,Foot,1
Carl Davis,BAL,2016,2016-09-11,Injured Reserve,BUF,Ankle,1
Kenneth Dixon,BAL,2016,2016-09-11,Out,BUF,knee,1
Elvis Dumervil,BAL,2016,2016-09-11,Out,BUF,foot,1
Matt Elam,BAL,2016,2016-09-11,Injured Reserve,BUF,Knee,1
Bronson Kaufusi,BAL,2016,2016-09-11,Injured Reserve,BUF,Ankle,1
Cavellis Luckett,BAL,2016,2016-09-11,Injured Reserve,BUF,Undisclosed,1
Chris Matthews,BAL,2016,2016-09-11,Injured Reserve,BUF,Undisclosed,1
Stephane Nembot,BAL,2016,2016-09-11,Injured Reserve,BUF,Undisclosed,1
Dennis Pitta,BAL,2016,2016-09-11,Questionable,BUF,finger,1
Jerraud Powers,BAL,2016,2016-09-11,Out,BUF,ankle,1
Jumal Rolle,BAL,2016,2016-09-11,Injured Reserve,BUF,Achilles,1
Lorenzo Taliaferro,BAL,2016,2016-09-11,Injured Reserve,BUF,Foot,1
John Urschel,BAL,2016,2016-09-11,Questionable,BUF,shoulder,1
Ben Watson,BAL,2016,2016-09-11,Injured Reserve,BUF,Achilles,1
De'Ondre Wesley,BAL,2016,2016-09-11,Injured Reserve,BUF,Undisclosed,1
Maxx Williams,BAL,2016,2016-09-11,Questionable,BUF,knee,1
Shareece Wright,BAL,2016,2016-09-11,Questionable,BUF,foot,1
Kyle Arrington,BAL,2016,2016-09-18,Injured Reserve,CLE,Concussion,2
Michael Campanaro,BAL,2016,2016-09-18,Injured Reserve,CLE,Calf,2
Kaelin Clay,BAL,2016,2016-09-18,Injured Reserve,CLE,Foot,2
Carl Davis,BAL,2016,2016-09-18,Injured Reserve,CLE,Ankle,2
Kenneth Dixon,BAL,2016,2016-09-18,Out,CLE,knee,2
Elvis Dumervil,BAL,2016,2016-09-18,Out,CLE,foot,2
Matt Elam,BAL,2016,2016-09-18,Injured Reserve,CLE,Knee,2
Bronson Kaufusi,BAL,2016,2016-09-18,Injured Reserve,CLE,Ankle,2
Cavellis Luckett,BAL,2016,2016-09-18,Injured Reserve,CLE,Undisclosed,2
Chris Matthews,BAL,2016,2016-09-18,Injured Reserve,CLE,Undisclosed,2
C.J. Mosley,BAL,2016,2016-09-18,Questionable,CLE,thigh,2
Stephane Nembot,BAL,2016,2016-09-18,Injured Reserve,CLE,Undisclosed,2
Breshad Perriman,BAL,2016,2016-09-18,Questionable,CLE,calf,2
Jerraud Powers,BAL,2016,2016-09-18,Questionable,CLE,ankle,2
Jumal Rolle,BAL,2016,2016-09-18,Injured Reserve,CLE,Achilles,2
Za'Darius Smith,BAL,2016,2016-09-18,Questionable,CLE,ankle,2
Lorenzo Taliaferro,BAL,2016,2016-09-18,Injured Reserve,CLE,Foot,2
John Urschel,BAL,2016,2016-09-18,Questionable,CLE,shoulder,2
Ben Watson,BAL,2016,2016-09-18,Injured Reserve,CLE,Achilles,2
De'Ondre Wesley,BAL,2016,2016-09-18,Injured Reserve,CLE,Undisclosed,2
Kyle Arrington,BAL,2016,2016-09-25,Injured Reserve,JAX,Concussion,3
Michael Campanaro,BAL,2016,2016-09-25,Injured Reserve,JAX,Calf,3
Kaelin Clay,BAL,2016,2016-09-25,Injured Reserve,JAX,Foot,3
Carl Davis,BAL,2016,2016-09-25,Injured Reserve,JAX,Ankle,3
Kenneth Dixon,BAL,2016,2016-09-25,Out,JAX,knee,3
Elvis Dumervil,BAL,2016,2016-09-25,Questionable,JAX,foot,3
Matt Elam,BAL,2016,2016-09-25,Injured Reserve,JAX,Knee,3
Bronson Kaufusi,BAL,2016,2016-09-25,Injured Reserve,JAX,Ankle,3
Cavellis Luckett,BAL,2016,2016-09-25,Injured Reserve,JAX,Undisclosed,3
Chris Matthews,BAL,2016,2016-09-25,Injured Reserve,JAX,Undisclosed,3
Stephane Nembot,BAL,2016,2016-09-25,Injured Reserve,JAX,Undisclosed,3
Jumal Rolle,BAL,2016,2016-09-25,Injured Reserve,JAX,Achilles,3
Ronnie Stanley,BAL,2016,2016-09-25,Questionable,JAX,foot,3
Lorenzo Taliaferro,BAL,2016,2016-09-25,Injured Reserve,JAX,Foot,3
John Urschel,BAL,2016,2016-09-25,Questionable,JAX,shoulder,3
Ben Watson,BAL,2016,2016-09-25,Injured Reserve,JAX,Achilles,3
De'Ondre Wesley,BAL,2016,2016-09-25,Injured Reserve,JAX,Undisclosed,3
Kyle Arrington,BAL,2016,2016-10-02,Injured Reserve,OAK,Concussion,4
Michael Campanaro,BAL,2016,2016-10-02,Injured Reserve,OAK,Calf,4
Kaelin Clay,BAL,2016,2016-10-02,Injured Reserve,OAK,Foot,4
Carl Davis,BAL,2016,2016-10-02,Injured Reserve,OAK,Ankle,4
Kenneth Dixon,BAL,2016,2016-10-02,Doubtful,OAK,knee,4
Elvis Dumervil,BAL,2016,2016-10-02,Questionable,OAK,foot,4
Matt Elam,BAL,2016,2016-10-02,Injured Reserve,OAK,Knee,4
Bronson Kaufusi,BAL,2016,2016-10-02,Injured Reserve,OAK,Ankle,4
Alex Lewis,BAL,2016,2016-10-02,Questionable,OAK,concussion,4
Cavellis Luckett,BAL,2016,2016-10-02,Injured Reserve,OAK,Undisclosed,4
Chris Matthews,BAL,2016,2016-10-02,Injured Reserve,OAK,Undisclosed,4
Stephane Nembot,BAL,2016,2016-10-02,Injured Reserve,OAK,Undisclosed,4
Sheldon Price,BAL,2016,2016-10-02,Doubtful,OAK,thigh,4
Jumal Rolle,BAL,2016,2016-10-02,Injured Reserve,OAK,Achilles,4
Ronnie Stanley,BAL,2016,2016-10-02,Doubtful,OAK,foot,4
Lorenzo Taliaferro,BAL,2016,2016-10-02,Injured Reserve,OAK,Foot,4
John Urschel,BAL,2016,2016-10-02,Questionable,OAK,shoulder,4
Ben Watson,BAL,2016,2016-10-02,Injured Reserve,OAK,Achilles,4
De'Ondre Wesley,BAL,2016,2016-10-02,Injured Reserve,OAK,Undisclosed,4
Kyle Arrington,BAL,2016,2016-10-09,Injured Reserve,WAS,Concussion,5
Michael Campanaro,BAL,2016,2016-10-09,Injured Reserve,WAS,Calf,5
Maurice Canady,BAL,2016,2016-10-09,Injured Reserve,WAS,Hamstring,5
Kaelin Clay,BAL,2016,2016-10-09,Injured Reserve,WAS,Foot,5
Carl Davis,BAL,2016,2016-10-09,Injured Reserve,WAS,Ankle,5
Kenneth Dixon,BAL,2016,2016-10-09,Questionable,WAS,knee,5
Matt Elam,BAL,2016,2016-10-09,Injured Reserve,WAS,Knee,5
Bronson Kaufusi,BAL,2016,2016-10-09,Injured Reserve,WAS,Ankle,5
Cavellis Luckett,BAL,2016,2016-10-09,Injured Reserve,WAS,Undisclosed,5
Chris Matthews,BAL,2016,2016-10-09,Injured Reserve,WAS,Undisclosed,5
Stephane Nembot,BAL,2016,2016-10-09,Injured Reserve,WAS,Undisclosed,5
Sheldon Price,BAL,2016,2016-10-09,Questionable,WAS,thigh,5
Jumal Rolle,BAL,2016,2016-10-09,Injured Reserve,WAS,Achilles,5
Ronnie Stanley,BAL,2016,2016-10-09,Doubtful,WAS,foot,5
Lorenzo Taliaferro,BAL,2016,2016-10-09,Injured Reserve,WAS,Foot,5
Ben Watson,BAL,2016,2016-10-09,Injured Reserve,WAS,Achilles,5
De'Ondre Wesley,BAL,2016,2016-10-09,Injured Reserve,WAS,Undisclosed,5
Maxx Williams,BAL,2016,2016-10-09,Injured Reserve,WAS,Knee,5
Kyle Arrington,BAL,2016,2016-10-16,Injured Reserve,NYG,Concussion,6
Michael Campanaro,BAL,2016,2016-10-16,Injured Reserve,NYG,Calf,6
Maurice Canady,BAL,2016,2016-10-16,Injured Reserve,NYG,Hamstring,6
Kaelin Clay,BAL,2016,2016-10-16,Injured Reserve,NYG,Foot,6
Carl Davis,BAL,2016,2016-10-16,Injured Reserve,NYG,Ankle,6
Elvis Dumervil,BAL,2016,2016-10-16,Out,NYG,foot,6
Matt Elam,BAL,2016,2016-10-16,Injured Reserve,NYG,Knee,6
Bronson Kaufusi,BAL,2016,2016-10-16,Injured Reserve,NYG,Ankle,6
Kendrick Lewis,BAL,2016,2016-10-16,Questionable,NYG,thigh,6
Cavellis Luckett,BAL,2016,2016-10-16,Injured Reserve,NYG,Undisclosed,6
Chris Matthews,BAL,2016,2016-10-16,Injured Reserve,NYG,Undisclosed,6
Albert McClellan,BAL,2016,2016-10-16,Questionable,NYG,calf,6
C.J. Mosley,BAL,2016,2016-10-16,Doubtful,NYG,thigh,6
Stephane Nembot,BAL,2016,2016-10-16,Injured Reserve,NYG,Undisclosed,6
Sheldon Price,BAL,2016,2016-10-16,Injured Reserve,NYG,Thigh,6
Jumal Rolle,BAL,2016,2016-10-16,Injured Reserve,NYG,Achilles,6
Ronnie Stanley,BAL,2016,2016-10-16,Doubtful,NYG,foot,6
Lorenzo Taliaferro,BAL,2016,2016-10-16,Injured Reserve,NYG,Foot,6
Mike Wallace,BAL,2016,2016-10-16,Questionable,NYG,chest,6
Ben Watson,BAL,2016,2016-10-16,Injured Reserve,NYG,Achilles,6
De'Ondre Wesley,BAL,2016,2016-10-16,Injured Reserve,NYG,Undisclosed,6
Maxx Williams,BAL,2016,2016-10-16,Injured Reserve,NYG,Knee,6
Shareece Wright,BAL,2016,2016-10-16,Questionable,NYG,back,6
Marshal Yanda,BAL,2016,2016-10-16,Doubtful,NYG,shoulder,6
Kyle Arrington,BAL,2016,2016-10-23,Injured Reserve,NYJ,Concussion,7
Michael Campanaro,BAL,2016,2016-10-23,Injured Reserve,NYJ,Calf,7
Maurice Canady,BAL,2016,2016-10-23,Injured Reserve,NYJ,Hamstring,7
Kaelin Clay,BAL,2016,2016-10-23,Injured Reserve,NYJ,Foot,7
Carl Davis,BAL,2016,2016-10-23,Injured Reserve,NYJ,Ankle,7
Elvis Dumervil,BAL,2016,2016-10-23,Out,NYJ,foot,7
Matt Elam,BAL,2016,2016-10-23,Injured Reserve,NYJ,Knee,7
Joe Flacco,BAL,2016,2016-10-23,Questionable,NYJ, shoulder,7
Bronson Kaufusi,BAL,2016,2016-10-23,Injured Reserve,NYJ,Ankle,7
Kendrick Lewis,BAL,2016,2016-10-23,Questionable,NYJ,thigh,7
Cavellis Luckett,BAL,2016,2016-10-23,Injured Reserve,NYJ,Undisclosed,7
Chris Matthews,BAL,2016,2016-10-23,Injured Reserve,NYJ,Undisclosed,7
C.J. Mosley,BAL,2016,2016-10-23,Out,NYJ,thigh,7
Stephane Nembot,BAL,2016,2016-10-23,Injured Reserve,NYJ,Undisclosed,7
Jerraud Powers,BAL,2016,2016-10-23,Questionable,NYJ,thigh,7
Sheldon Price,BAL,2016,2016-10-23,Injured Reserve,NYJ,Thigh,7
Jumal Rolle,BAL,2016,2016-10-23,Injured Reserve,NYJ,Achilles,7
Jimmy Smith,BAL,2016,2016-10-23,Questionable,NYJ,concussion,7
Ronnie Stanley,BAL,2016,2016-10-23,Questionable,NYJ,foot,7
Terrell Suggs,BAL,2016,2016-10-23,Doubtful,NYJ,biceps,7
Ben Watson,BAL,2016,2016-10-23,Injured Reserve,NYJ,Achilles,7
De'Ondre Wesley,BAL,2016,2016-10-23,Injured Reserve,NYJ,Undisclosed,7
Maxx Williams,BAL,2016,2016-10-23,Injured Reserve,NYJ,Knee,7
Shareece Wright,BAL,2016,2016-10-23,Doubtful,NYJ,thigh,7
Marshal Yanda,BAL,2016,2016-10-23,Doubtful,NYJ,shoulder,7
Kyle Arrington,BAL,2016,2016-11-06,Injured Reserve,PIT,Concussion,9
Michael Campanaro,BAL,2016,2016-11-06,Injured Reserve,PIT,Calf,9
Maurice Canady,BAL,2016,2016-11-06,Injured Reserve,PIT,Hamstring,9
Kaelin Clay,BAL,2016,2016-11-06,Injured Reserve,PIT,Foot,9
Kamalei Correa,BAL,2016,2016-11-06,Out,PIT,thigh,9
Carl Davis,BAL,2016,2016-11-06,Injured Reserve,PIT,Ankle,9
Elvis Dumervil,BAL,2016,2016-11-06,Out,PIT,foot,9
Crockett Gillmore,BAL,2016,2016-11-06,Out,PIT,thigh,9
Bronson Kaufusi,BAL,2016,2016-11-06,Injured Reserve,PIT,Ankle,9
Kendrick Lewis,BAL,2016,2016-11-06,Injured Reserve,PIT,Thigh,9
Cavellis Luckett,BAL,2016,2016-11-06,Injured Reserve,PIT,Undisclosed,9
Chris Matthews,BAL,2016,2016-11-06,Injured Reserve,PIT,Undisclosed,9
C.J. Mosley,BAL,2016,2016-11-06,Questionable,PIT,thigh,9
Stephane Nembot,BAL,2016,2016-11-06,Injured Reserve,PIT,Undisclosed,9
Sheldon Price,BAL,2016,2016-11-06,Injured Reserve,PIT,Thigh,9
Jumal Rolle,BAL,2016,2016-11-06,Injured Reserve,PIT,Achilles,9
Ronnie Stanley,BAL,2016,2016-11-06,Questionable,PIT,foot,9
Terrell Suggs,BAL,2016,2016-11-06,Questionable,PIT,biceps,9
Ben Watson,BAL,2016,2016-11-06,Injured Reserve,PIT,Achilles,9
Lardarius Webb,BAL,2016,2016-11-06,Questionable,PIT,thigh,9
De'Ondre Wesley,BAL,2016,2016-11-06,Injured Reserve,PIT,Undisclosed,9
Maxx Williams,BAL,2016,2016-11-06,Injured Reserve,PIT,Knee,9
Shareece Wright,BAL,2016,2016-11-06,Doubtful,PIT,thigh,9
Marshal Yanda,BAL,2016,2016-11-06,Questionable,PIT,shoulder,9
Tavon Young,BAL,2016,2016-11-06,Questionable,PIT,concussion,9
Kyle Arrington,BAL,2016,2016-11-10,Injured Reserve,CLE,Concussion,10
Michael Campanaro,BAL,2016,2016-11-10,Injured Reserve,CLE,Calf,10
Maurice Canady,BAL,2016,2016-11-10,Injured Reserve,CLE,Hamstring,10
Kaelin Clay,BAL,2016,2016-11-10,Injured Reserve,CLE,Foot,10
Kamalei Correa,BAL,2016,2016-11-10,Questionable,CLE,thigh,10
Carl Davis,BAL,2016,2016-11-10,Injured Reserve,CLE,Ankle,10
Kenneth Dixon,BAL,2016,2016-11-10,Questionable,CLE,chest,10
Elvis Dumervil,BAL,2016,2016-11-10,Out,CLE,foot,10
Crockett Gillmore,BAL,2016,2016-11-10,Out,CLE,thigh,10
Bronson Kaufusi,BAL,2016,2016-11-10,Injured Reserve,CLE,Ankle,10
Kendrick Lewis,BAL,2016,2016-11-10,Injured Reserve,CLE,Thigh,10
Cavellis Luckett,BAL,2016,2016-11-10,Injured Reserve,CLE,Undisclosed,10
Chris Matthews,BAL,2016,2016-11-10,Injured Reserve,CLE,Undisclosed,10
Stephane Nembot,BAL,2016,2016-11-10,Injured Reserve,CLE,Undisclosed,10
Sheldon Price,BAL,2016,2016-11-10,Injured Reserve,CLE,Thigh,10
Jumal Rolle,BAL,2016,2016-11-10,Injured Reserve,CLE,Achilles,10
Ben Watson,BAL,2016,2016-11-10,Injured Reserve,CLE,Achilles,10
De'Ondre Wesley,BAL,2016,2016-11-10,Injured Reserve,CLE,Undisclosed,10
Maxx Williams,BAL,2016,2016-11-10,Injured Reserve,CLE,Knee,10
Shareece Wright,BAL,2016,2016-11-10,Out,CLE,thigh,10
Marshal Yanda,BAL,2016,2016-11-10,Doubtful,CLE,shoulder,10
Kyle Arrington,BAL,2016,2016-11-20,Injured Reserve,DAL,Concussion,11
Michael Campanaro,BAL,2016,2016-11-20,Injured Reserve,DAL,Calf,11
Maurice Canady,BAL,2016,2016-11-20,Injured Reserve,DAL,Hamstring,11
Kaelin Clay,BAL,2016,2016-11-20,Injured Reserve,DAL,Foot,11
Kamalei Correa,BAL,2016,2016-11-20,Questionable,DAL,thigh,11
Carl Davis,BAL,2016,2016-11-20,Injured Reserve,DAL,Ankle,11
Elvis Dumervil,BAL,2016,2016-11-20,Doubtful,DAL,foot,11
Crockett Gillmore,BAL,2016,2016-11-20,Out,DAL,thigh,11
Willie Henry,BAL,2016,2016-11-20,Injured Reserve,DAL,Undisclosed,11
Bronson Kaufusi,BAL,2016,2016-11-20,Injured Reserve,DAL,Ankle,11
Alex Lewis,BAL,2016,2016-11-20,Out,DAL,ankle,11
Kendrick Lewis,BAL,2016,2016-11-20,Injured Reserve,DAL,Thigh,11
Cavellis Luckett,BAL,2016,2016-11-20,Injured Reserve,DAL,Undisclosed,11
Chris Matthews,BAL,2016,2016-11-20,Injured Reserve,DAL,Undisclosed,11
C.J. Mosley,BAL,2016,2016-11-20,Questionable,DAL,thigh,11
Stephane Nembot,BAL,2016,2016-11-20,Injured Reserve,DAL,Undisclosed,11
Sheldon Price,BAL,2016,2016-11-20,Injured Reserve,DAL,Thigh,11
Jumal Rolle,BAL,2016,2016-11-20,Injured Reserve,DAL,Achilles,11
Jimmy Smith,BAL,2016,2016-11-20,Doubtful,DAL,back,11
Lorenzo Taliaferro,BAL,2016,2016-11-20,Doubtful,DAL,thigh,11
Ben Watson,BAL,2016,2016-11-20,Injured Reserve,DAL,Achilles,11
De'Ondre Wesley,BAL,2016,2016-11-20,Injured Reserve,DAL,Undisclosed,11
Maxx Williams,BAL,2016,2016-11-20,Injured Reserve,DAL,Knee,11
Shareece Wright,BAL,2016,2016-11-20,Questionable,DAL,thigh,11
Marshal Yanda,BAL,2016,2016-11-20,Questionable,DAL,shoulder,11
Kyle Arrington,BAL,2016,2016-11-27,Injured Reserve,CIN,Concussion,12
Michael Campanaro,BAL,2016,2016-11-27,Injured Reserve,CIN,Calf,12
Maurice Canady,BAL,2016,2016-11-27,Injured Reserve,CIN,Hamstring,12
Kaelin Clay,BAL,2016,2016-11-27,Injured Reserve,CIN,Foot,12
Carl Davis,BAL,2016,2016-11-27,Injured Reserve,CIN,Ankle,12
Elvis Dumervil,BAL,2016,2016-11-27,Doubtful,CIN,foot,12
Crockett Gillmore,BAL,2016,2016-11-27,Doubtful,CIN,thigh,12
Willie Henry,BAL,2016,2016-11-27,Injured Reserve,CIN,Undisclosed,12
Bronson Kaufusi,BAL,2016,2016-11-27,Injured Reserve,CIN,Ankle,12
Alex Lewis,BAL,2016,2016-11-27,Out,CIN,ankle,12
Kendrick Lewis,BAL,2016,2016-11-27,Injured Reserve,CIN,Thigh,12
Cavellis Luckett,BAL,2016,2016-11-27,Injured Reserve,CIN,Undisclosed,12
Chris Matthews,BAL,2016,2016-11-27,Injured Reserve,CIN,Undisclosed,12
Stephane Nembot,BAL,2016,2016-11-27,Injured Reserve,CIN,Undisclosed,12
Sheldon Price,BAL,2016,2016-11-27,Injured Reserve,CIN,Thigh,12
Jumal Rolle,BAL,2016,2016-11-27,Injured Reserve,CIN,Achilles,12
Jimmy Smith,BAL,2016,2016-11-27,Doubtful,CIN,back,12
Lorenzo Taliaferro,BAL,2016,2016-11-27,Out,CIN,thigh,12
Ben Watson,BAL,2016,2016-11-27,Injured Reserve,CIN,Achilles,12
De'Ondre Wesley,BAL,2016,2016-11-27,Injured Reserve,CIN,Undisclosed,12
Brandon Williams,BAL,2016,2016-11-27,Questionable,CIN,"back, hand",12
Maxx Williams,BAL,2016,2016-11-27,Injured Reserve,CIN,Knee,12
Marshal Yanda,BAL,2016,2016-11-27,Questionable,CIN,shoulder,12
Javorius Allen,BAL,2016,2016-12-04,Doubtful,MIA,not injury related,13
Kyle Arrington,BAL,2016,2016-12-04,Injured Reserve,MIA,Concussion,13
Michael Campanaro,BAL,2016,2016-12-04,Injured Reserve,MIA,Calf,13
Maurice Canady,BAL,2016,2016-12-04,Injured Reserve,MIA,Hamstring,13
Kaelin Clay,BAL,2016,2016-12-04,Injured Reserve,MIA,Foot,13
Carl Davis,BAL,2016,2016-12-04,Injured Reserve,MIA,Ankle,13
Crockett Gillmore,BAL,2016,2016-12-04,Out,MIA,thigh,13
Willie Henry,BAL,2016,2016-12-04,Injured Reserve,MIA,Undisclosed,13
Bronson Kaufusi,BAL,2016,2016-12-04,Injured Reserve,MIA,Ankle,13
Alex Lewis,BAL,2016,2016-12-04,Out,MIA,ankle,13
Kendrick Lewis,BAL,2016,2016-12-04,Injured Reserve,MIA,Thigh,13
Cavellis Luckett,BAL,2016,2016-12-04,Injured Reserve,MIA,Undisclosed,13
Chris Matthews,BAL,2016,2016-12-04,Injured Reserve,MIA,Undisclosed,13
Stephane Nembot,BAL,2016,2016-12-04,Injured Reserve,MIA,Undisclosed,13
Sheldon Price,BAL,2016,2016-12-04,Injured Reserve,MIA,Thigh,13
Jumal Rolle,BAL,2016,2016-12-04,Injured Reserve,MIA,Achilles,13
Jimmy Smith,BAL,2016,2016-12-04,Questionable,MIA,back,13
Lorenzo Taliaferro,BAL,2016,2016-12-04,Out,MIA,thigh,13
Ben Watson,BAL,2016,2016-12-04,Injured Reserve,MIA,Achilles,13
De'Ondre Wesley,BAL,2016,2016-12-04,Injured Reserve,MIA,Undisclosed,13
Maxx Williams,BAL,2016,2016-12-04,Injured Reserve,MIA,Knee,13
Kyle Arrington,BAL,2016,2016-12-12,Injured Reserve,NWE,Concussion,14
Michael Campanaro,BAL,2016,2016-12-12,Injured Reserve,NWE,Calf,14
Maurice Canady,BAL,2016,2016-12-12,Injured Reserve,NWE,Hamstring,14
Kaelin Clay,BAL,2016,2016-12-12,Injured Reserve,NWE,Foot,14
Carl Davis,BAL,2016,2016-12-12,Injured Reserve,NWE,Ankle,14
Crockett Gillmore,BAL,2016,2016-12-12,Out,NWE,thigh,14
Willie Henry,BAL,2016,2016-12-12,Injured Reserve,NWE,Undisclosed,14
Bronson Kaufusi,BAL,2016,2016-12-12,Injured Reserve,NWE,Ankle,14
Alex Lewis,BAL,2016,2016-12-12,Doubtful,NWE,ankle,14
Kendrick Lewis,BAL,2016,2016-12-12,Injured Reserve,NWE,Thigh,14
Cavellis Luckett,BAL,2016,2016-12-12,Injured Reserve,NWE,Undisclosed,14
Chris Matthews,BAL,2016,2016-12-12,Injured Reserve,NWE,Undisclosed,14
Stephane Nembot,BAL,2016,2016-12-12,Injured Reserve,NWE,Undisclosed,14
Sheldon Price,BAL,2016,2016-12-12,Injured Reserve,NWE,Thigh,14
Jumal Rolle,BAL,2016,2016-12-12,Injured Reserve,NWE,Achilles,14
Lorenzo Taliaferro,BAL,2016,2016-12-12,Out,NWE,thigh,14
Ben Watson,BAL,2016,2016-12-12,Injured Reserve,NWE,Achilles,14
De'Ondre Wesley,BAL,2016,2016-12-12,Injured Reserve,NWE,Undisclosed,14
Maxx Williams,BAL,2016,2016-12-12,Injured Reserve,NWE,Knee,14
Marshal Yanda,BAL,2016,2016-12-12,Questionable,NWE,shoulder,14
Kyle Arrington,BAL,2016,2016-12-18,Injured Reserve,PHI,Concussion,15
Maurice Canady,BAL,2016,2016-12-18,Injured Reserve,PHI,Hamstring,15
Kaelin Clay,BAL,2016,2016-12-18,Injured Reserve,PHI,Foot,15
Carl Davis,BAL,2016,2016-12-18,Injured Reserve,PHI,Ankle,15
Crockett Gillmore,BAL,2016,2016-12-18,Questionable,PHI,thigh,15
Willie Henry,BAL,2016,2016-12-18,Injured Reserve,PHI,Undisclosed,15
Bronson Kaufusi,BAL,2016,2016-12-18,Injured Reserve,PHI,Ankle,15
Anthony Levine,BAL,2016,2016-12-18,Questionable,PHI,toe,15
Alex Lewis,BAL,2016,2016-12-18,Questionable,PHI,ankle,15
